39, State-gov,13, Adm-clerical,2174,0,40, <=50K
44, Private,10, Transport-moving,0,0,40, <=50K
29, Private,16, Prof-specialty,0,0,40, <=50K
30, Private,10, Handlers-cleaners,0,0,40, <=50K
27, Private,9, Transport-moving,0,0,40, <=50K
27, Private,10, Sales,0,0,50, <=50K
32, Private,9, Handlers-cleaners,0,0,45, <=50K
58, Private,6, Other-service,0,0,8, <=50K
35, Local-gov,10, Protective-serv,0,0,40, <=50K
21, Private,9, Handlers-cleaners,0,0,36, <=50K
28, Private,10, Craft-repair,0,0,40, <=50K
46, Self-emp-not-inc,10, Exec-managerial,0,0,50, <=50K
36, Self-emp-not-inc,9, Other-service,0,0,40, <=50K
72, Private,7, Adm-clerical,0,0,40, <=50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
33, Federal-gov,11, Craft-repair,0,0,40, >50K
69, Private,7, Machine-op-inspct,0,0,40, <=50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
31, Private,9, Adm-clerical,0,0,20, <=50K
34, Private,9, Tech-support,0,0,32, <=50K
30, Private,7, Other-service,0,0,40, <=50K
28, Private,13, Transport-moving,0,0,55, <=50K
54, Private,13, Sales,0,0,35, >50K
47, Private,10, Prof-specialty,0,0,50, >50K
24, Private,9, Handlers-cleaners,0,0,40, <=50K
52, Self-emp-not-inc,13, Prof-specialty,0,0,60, >50K
20, Private,9, Handlers-cleaners,0,0,48, <=50K
43, Self-emp-inc,14, Exec-managerial,5013,0,45, <=50K
45, Private,4, Other-service,0,0,40, <=50K
29, Self-emp-not-inc,9, Craft-repair,0,0,35, <=50K
47, Private,14, Exec-managerial,0,0,42, <=50K
24, Private,9, Craft-repair,0,0,40, <=50K
51, Private,9, Prof-specialty,0,0,40, <=50K
17, Private,7, Sales,0,0,12, <=50K
37, Private,11, Craft-repair,0,1977,40, >50K
27, Private,16, Prof-specialty,0,0,70, <=50K
29, Private,13, Exec-managerial,0,0,40, >50K
18, ?,8, ?,0,0,25, <=50K
36, Self-emp-not-inc,12, Sales,0,0,35, <=50K
58, Local-gov,13, Prof-specialty,0,0,40, <=50K
26, Self-emp-not-inc,10, Craft-repair,0,0,45, <=50K
65, ?,10, ?,0,0,30, >50K
57, Private,9, Sales,0,0,40, >50K
59, Private,9, Craft-repair,0,0,40, <=50K
27, Private,9, Machine-op-inspct,0,0,40, <=50K
31, Self-emp-not-inc,13, Tech-support,0,0,40, <=50K
21, Private,10, Sales,0,0,24, <=50K
29, Private,10, Adm-clerical,0,0,60, <=50K
18, Private,7, Other-service,0,0,40, <=50K
52, Private,6, Craft-repair,0,1887,47, >50K
57, Self-emp-inc,13, Prof-specialty,0,0,80, <=50K
42, ?,9, ?,0,0,40, <=50K
55, ?,9, ?,0,0,40, <=50K
60, Private,4, Transport-moving,0,0,48, >50K
31, Private,13, Prof-specialty,7688,0,40, >50K
23, Private,13, Adm-clerical,0,0,40, <=50K
27, Private,9, Sales,0,0,40, <=50K
23, ?,10, ?,0,0,25, <=50K
42, Self-emp-not-inc,15, Prof-specialty,0,1902,50, >50K
25, Private,10, Tech-support,2174,0,40, <=50K
49, Private,13, Prof-specialty,0,0,45, <=50K
32, Private,13, Tech-support,0,0,40, <=50K
19, Private,10, Adm-clerical,0,0,28, <=50K
60, Private,4, Other-service,0,0,40, <=50K
42, Local-gov,5, Other-service,0,0,40, <=50K
35, Self-emp-not-inc,12, Farming-fishing,0,0,40, <=50K
48, Private,9, Adm-clerical,0,0,37, <=50K
51, Private,14, Craft-repair,0,0,40, >50K
29, Private,9, Craft-repair,0,0,40, <=50K
36, Local-gov,9, Exec-managerial,0,0,40, <=50K
17, Private,6, Other-service,0,0,21, <=50K
52, Private,14, Prof-specialty,6849,0,60, <=50K
24, Private,9, Craft-repair,0,0,40, <=50K
24, Private,9, Handlers-cleaners,0,0,50, <=50K
26, Local-gov,13, Prof-specialty,1055,0,40, <=50K
27, Private,13, Other-service,0,0,20, <=50K
39, Private,9, Handlers-cleaners,0,0,60, <=50K
30, Private,9, Transport-moving,0,0,45, <=50K
50, Self-emp-not-inc,9, Exec-managerial,0,0,32, <=50K
52, Self-emp-inc,13, Sales,0,0,55, <=50K
46, Private,15, Prof-specialty,15024,0,45, >50K
23, Private,13, Sales,0,0,20, <=50K
45, Private,7, Other-service,0,0,20, <=50K
65, Private,5, Priv-house-serv,0,0,24, <=50K
29, Private,11, Transport-moving,0,0,55, <=50K
47, Private,5, Handlers-cleaners,0,0,40, <=50K
30, Private,9, Farming-fishing,0,0,60, <=50K
34, Private,9, Sales,0,0,45, >50K
38, Self-emp-not-inc,9, Sales,0,0,64, <=50K
33, Private,10, Exec-managerial,0,0,40, >50K
49, Private,13, Sales,0,0,26, >50K
47, Self-emp-not-inc,10, Other-service,0,0,40, <=50K
49, Local-gov,6, Other-service,0,0,40, <=50K
43, Private,10, Craft-repair,15024,0,60, >50K
30, Private,13, Adm-clerical,0,0,40, >50K
58, Self-emp-not-inc,9, Craft-repair,0,0,60, <=50K
19, Private,9, Other-service,0,0,14, <=50K
21, Private,13, Handlers-cleaners,0,0,40, <=50K
33, Private,13, Exec-managerial,15024,0,60, >50K
47, Self-emp-inc,3, Transport-moving,0,0,50, <=50K
52, Self-emp-not-inc,16, Prof-specialty,0,0,60, >50K
26, Private,9, Craft-repair,0,0,55, <=50K
60, Private,9, Craft-repair,0,0,40, <=50K
21, Private,10, Handlers-cleaners,0,0,40, <=50K
36, Private,10, Sales,5178,0,50, >50K
31, Private,10, Craft-repair,0,0,45, <=50K
50, Self-emp-inc,16, Prof-specialty,0,0,40, >50K
31, Local-gov,9, Adm-clerical,0,0,40, <=50K
71, Private,9, Craft-repair,0,0,15, <=50K
58, ?,9, ?,0,0,50, <=50K
30, State-gov,13, Tech-support,0,0,40, >50K
20, Private,10, Other-service,0,0,20, <=50K
24, Private,9, Exec-managerial,4101,0,50, <=50K
35, Private,16, Prof-specialty,0,0,40, >50K
38, State-gov,10, Exec-managerial,0,0,45, <=50K
27, Private,9, Machine-op-inspct,0,0,32, <=50K
29, State-gov,10, Adm-clerical,0,0,40, <=50K
70, ?,5, ?,1111,0,15, <=50K
34, Private,9, Craft-repair,0,0,45, <=50K
44, Private,4, Craft-repair,0,0,35, <=50K
43, Private,9, Machine-op-inspct,0,0,40, >50K
44, Self-emp-not-inc,8, Handlers-cleaners,0,0,40, >50K
35, Private,14, Sales,0,0,60, <=50K
27, Private,10, Prof-specialty,0,0,40, <=50K
43, Local-gov,14, Prof-specialty,0,0,38, <=50K
20, Private,10, Sales,0,0,25, <=50K
42, Private,12, Prof-specialty,8614,0,40, >50K
27, State-gov,10, Transport-moving,3411,0,40, <=50K
42, Private,9, Craft-repair,0,0,40, >50K
20, ?,7, ?,0,1762,40, <=50K
24, Private,5, Machine-op-inspct,0,1721,40, <=50K
48, Federal-gov,10, Exec-managerial,0,0,40, <=50K
17, ?,7, ?,0,0,20, <=50K
17, Self-emp-not-inc,7, Farming-fishing,0,0,10, <=50K
33, Private,13, Exec-managerial,0,0,40, >50K
50, Self-emp-inc,9, Sales,0,0,50, >50K
22, Private,9, Sales,2597,0,40, <=50K
17, Private,8, Other-service,0,0,16, <=50K
32, Private,10, Adm-clerical,0,0,40, <=50K
31, Private,9, Craft-repair,0,0,45, <=50K
58, Self-emp-not-inc,9, Exec-managerial,0,0,50, <=50K
29, Local-gov,9, Protective-serv,0,0,48, <=50K
37, Private,11, Craft-repair,0,0,40, >50K
34, Self-emp-not-inc,9, Craft-repair,0,0,40, >50K
23, Local-gov,10, Exec-managerial,0,0,40, <=50K
18, State-gov,7, Adm-clerical,0,0,5, <=50K
34, Private,9, Exec-managerial,0,0,40, <=50K
66, ?,4, ?,0,0,4, <=50K
45, Local-gov,13, Prof-specialty,0,0,55, <=50K
41, Private,14, Exec-managerial,0,0,35, <=50K
26, Private,9, Other-service,0,0,30, <=50K
54, Local-gov,10, Farming-fishing,0,0,40, <=50K
24, Private,10, Machine-op-inspct,0,0,45, <=50K
42, Private,10, Prof-specialty,0,0,50, <=50K
20, Private,10, Prof-specialty,0,0,20, <=50K
23, State-gov,13, Tech-support,0,0,20, <=50K
25, ?,12, ?,0,0,45, <=50K
35, Private,14, Prof-specialty,0,0,60, >50K
31, Private,14, Tech-support,0,1902,40, >50K
30, Private,13, Prof-specialty,0,0,40, <=50K
19, Private,9, Sales,0,0,20, <=50K
36, Local-gov,13, Prof-specialty,0,0,50, <=50K
31, Private,13, Sales,0,1380,40, <=50K
21, Private,10, Handlers-cleaners,0,0,30, <=50K
31, Self-emp-not-inc,10, Craft-repair,0,0,40, <=50K
46, Private,16, Prof-specialty,25236,0,65, >50K
44, Private,13, Exec-managerial,0,0,50, >50K
40, Private,8, Other-service,0,0,40, <=50K
45, Private,10, Sales,0,0,40, <=50K
60, Private,9, Craft-repair,0,0,35, <=50K
18, Private,7, Other-service,0,0,25, <=50K
28, Private,13, Prof-specialty,0,0,40, <=50K
36, Private,10, Adm-clerical,0,0,40, <=50K
36, Private,13, Prof-specialty,0,0,40, <=50K
40, Private,11, Tech-support,4386,0,40, <=50K
36, Local-gov,13, Adm-clerical,0,0,35, <=50K
31, Private,9, Other-service,0,0,40, <=50K
33, Private,9, Machine-op-inspct,0,0,40, <=50K
19, State-gov,9, Tech-support,0,0,40, <=50K
22, Private,10, Sales,0,0,15, <=50K
34, Private,13, Exec-managerial,0,0,45, >50K
33, Private,9, Other-service,0,0,40, <=50K
41, Private,9, Craft-repair,0,2051,60, <=50K
29, Private,13, Prof-specialty,4650,0,40, <=50K
50, Local-gov,9, Exec-managerial,0,0,42, >50K
42, Private,13, Exec-managerial,7298,0,45, >50K
43, Private,13, Prof-specialty,0,0,40, >50K
44, Private,9, Sales,0,0,40, <=50K
20, Private,10, Other-service,0,0,20, <=50K
31, Private,9, Other-service,0,0,40, <=50K
65, Self-emp-not-inc,7, Exec-managerial,9386,0,59, >50K
23, Private,10, Other-service,0,0,24, <=50K
55, Private,10, Adm-clerical,0,0,40, <=50K
26, Private,11, Adm-clerical,0,2377,45, <=50K
25, Private,11, Other-service,0,0,15, <=50K
45, ?,10, ?,0,0,40, <=50K
35, Private,10, Craft-repair,2407,0,40, <=50K
36, Private,10, Sales,0,0,36, <=50K
43, State-gov,13, Prof-specialty,0,0,50, <=50K
56, Private,9, Other-service,594,0,20, <=50K
42, Private,13, Tech-support,0,0,40, >50K
19, Private,10, Other-service,0,0,25, <=50K
55, Self-emp-not-inc,9, Transport-moving,0,0,72, <=50K
42, Private,14, Exec-managerial,14084,0,50, >50K
26, Private,11, Tech-support,0,0,40, <=50K
17, Private,8, Handlers-cleaners,0,0,20, <=50K
42, Local-gov,13, Prof-specialty,0,0,40, >50K
55, Private,9, Transport-moving,7688,0,40, >50K
32, Private,10, Adm-clerical,0,0,40, <=50K
29, Private,7, Craft-repair,0,0,40, <=50K
46, State-gov,13, Prof-specialty,0,0,37, <=50K
29, State-gov,13, Exec-managerial,7688,0,40, >50K
22, Private,13, Prof-specialty,0,0,20, <=50K
58, Self-emp-not-inc,6, Craft-repair,0,0,40, <=50K
23, Private,9, Transport-moving,0,0,50, <=50K
39, Private,9, Handlers-cleaners,0,0,40, <=50K
27, Private,11, Craft-repair,0,0,38, <=50K
54, Private,9, Transport-moving,0,0,40, >50K
33, Local-gov,13, Prof-specialty,0,0,45, <=50K
46, Federal-gov,9, Adm-clerical,0,0,40, >50K
37, Private,9, Farming-fishing,0,0,40, <=50K
36, Private,9, Other-service,0,0,18, <=50K
59, Local-gov,9, Adm-clerical,0,0,38, >50K
34, Local-gov,9, Protective-serv,0,0,40, <=50K
53, Self-emp-inc,16, Exec-managerial,0,0,70, >50K
51, Private,13, Sales,0,0,55, >50K
32, Private,6, Other-service,0,0,42, <=50K
31, State-gov,10, Other-service,0,0,40, <=50K
22, Private,10, Sales,0,0,30, <=50K
47, Self-emp-not-inc,13, Sales,0,0,50, <=50K
32, Private,9, Machine-op-inspct,0,0,40, <=50K
26, Private,10, Farming-fishing,0,0,38, <=50K
37, Private,3, Farming-fishing,0,0,32, <=50K
31, Private,9, Craft-repair,0,0,55, <=50K
37, Private,11, Tech-support,0,0,24, >50K
55, Private,9, Sales,0,0,38, <=50K
23, Local-gov,11, Tech-support,0,0,56, <=50K
36, Private,10, Adm-clerical,0,0,40, <=50K
34, Private,14, Prof-specialty,0,0,40, <=50K
43, Private,13, Sales,0,0,50, >50K
54, Private,10, Tech-support,0,0,40, <=50K
43, State-gov,10, Craft-repair,0,0,40, <=50K
28, Private,11, Machine-op-inspct,0,1669,42, <=50K
40, Private,11, Exec-managerial,0,0,50, >50K
41, Self-emp-not-inc,10, Exec-managerial,0,0,60, <=50K
40, Private,13, Sales,0,0,55, >50K
42, Private,10, Adm-clerical,0,0,38, <=50K
61, Self-emp-not-inc,9, Farming-fishing,0,2352,50, <=50K
18, Private,8, Machine-op-inspct,0,0,30, <=50K
59, ?,9, ?,0,0,16, <=50K
21, ?,9, ?,1055,0,40, <=50K
48, Private,11, Tech-support,0,0,50, >50K
41, Self-emp-inc,13, Tech-support,0,0,40, <=50K
18, ?,10, ?,0,0,33, <=50K
23, Private,9, Sales,2463,0,40, <=50K
60, Private,9, Transport-moving,0,0,60, >50K
22, Private,10, Other-service,0,0,20, <=50K
61, Private,9, Machine-op-inspct,0,0,40, <=50K
25, Private,9, Machine-op-inspct,0,0,40, <=50K
46, Private,14, Tech-support,0,0,35, >50K
43, Private,13, Exec-managerial,0,1902,40, >50K
43, Private,12, Craft-repair,0,0,40, <=50K
24, Private,9, Other-service,0,1721,30, <=50K
68, Self-emp-not-inc,7, Farming-fishing,0,0,20, <=50K
31, Private,9, Adm-clerical,0,0,38, <=50K
17, Private,7, Sales,0,0,20, <=50K
32, Private,9, Craft-repair,5178,0,48, >50K
50, ?,14, ?,0,0,40, <=50K
33, Private,13, Prof-specialty,3103,0,47, >50K
64, Private,13, Prof-specialty,0,0,40, >50K
20, Private,9, Transport-moving,0,0,30, <=50K
30, Private,9, Other-service,0,0,36, <=50K
22, ?,10, ?,0,0,40, <=50K
43, Private,10, Exec-managerial,0,0,45, <=50K
22, Private,10, Adm-clerical,0,0,40, <=50K
17, Private,6, Farming-fishing,0,0,20, <=50K
47, Self-emp-not-inc,9, Other-service,0,0,75, <=50K
41, Private,11, Prof-specialty,0,0,60, <=50K
56, Private,10, Craft-repair,0,0,50, >50K
64, Private,9, Transport-moving,0,0,45, <=50K
47, Private,9, Transport-moving,0,0,50, >50K
48, Private,11, Adm-clerical,0,0,40, <=50K
31, Private,14, Prof-specialty,0,0,46, <=50K
29, Private,11, Tech-support,0,0,40, <=50K
30, Private,9, Adm-clerical,0,0,40, <=50K
32, Private,9, Exec-managerial,0,1672,60, <=50K
57, Private,9, Transport-moving,0,653,42, >50K
62, Private,9, Other-service,0,0,40, <=50K
39, Private,9, Machine-op-inspct,0,0,24, <=50K
43, Private,10, Adm-clerical,0,0,25, <=50K
24, Self-emp-inc,13, Sales,0,0,40, <=50K
42, ?,7, ?,0,0,15, <=50K
53, Private,10, Adm-clerical,4386,0,40, >50K
26, Private,10, Handlers-cleaners,0,0,40, <=50K
73, Self-emp-not-inc,9, Exec-managerial,0,0,40, <=50K
72, ?,7, ?,0,0,24, <=50K
55, Private,9, Machine-op-inspct,0,0,40, <=50K
25, Private,9, Adm-clerical,0,0,40, <=50K
41, Private,13, Prof-specialty,0,0,50, >50K
24, Private,13, Exec-managerial,0,0,50, <=50K
63, Private,9, Farming-fishing,0,0,6, <=50K
17, Private,7, Sales,0,0,20, <=50K
35, Private,10, Craft-repair,0,0,50, <=50K
51, Private,10, Prof-specialty,0,0,40, >50K
62, Local-gov,13, Prof-specialty,0,0,48, <=50K
55, Private,9, Craft-repair,4386,0,40, >50K
43, Private,10, Prof-specialty,0,0,40, <=50K
40, Local-gov,9, Other-service,0,0,50, <=50K
37, Private,13, Exec-managerial,0,0,45, >50K
39, Private,13, Craft-repair,0,0,40, <=50K
31, Private,9, Craft-repair,0,0,18, <=50K
61, Private,14, Prof-specialty,0,0,40, >50K
26, Private,11, Adm-clerical,0,0,55, <=50K
46, Self-emp-not-inc,9, Sales,0,0,50, <=50K
26, Private,13, Prof-specialty,0,0,40, <=50K
48, State-gov,16, Prof-specialty,0,0,50, >50K
34, Private,9, Transport-moving,0,0,40, <=50K
34, Local-gov,9, Adm-clerical,0,0,40, <=50K
59, Private,9, Other-service,0,0,40, >50K
34, Private,13, Prof-specialty,0,0,40, <=50K
49, Private,13, Exec-managerial,0,0,56, >50K
18, Private,7, Adm-clerical,0,0,20, <=50K
43, Private,9, Farming-fishing,0,0,40, <=50K
48, Private,7, Exec-managerial,0,0,50, <=50K
28, Self-emp-inc,10, Exec-managerial,0,0,70, <=50K
33, Private,9, Machine-op-inspct,0,0,40, <=50K
24, Private,10, Sales,0,0,15, <=50K
21, Private,6, Handlers-cleaners,0,0,40, <=50K
17, Private,7, Sales,0,0,28, <=50K
39, Private,10, Farming-fishing,0,0,50, >50K
29, Self-emp-not-inc,13, Prof-specialty,0,0,40, <=50K
44, Private,13, Exec-managerial,0,0,40, >50K
24, Private,10, Transport-moving,0,0,50, <=50K
71, Self-emp-not-inc,14, Sales,10605,0,40, >50K
51, Self-emp-not-inc,13, Sales,0,2415,40, >50K
55, Private,3, Other-service,0,0,25, <=50K
41, Private,13, Exec-managerial,0,0,60, >50K
23, Private,9, Handlers-cleaners,0,0,7, <=50K
38, Private,11, Adm-clerical,0,0,40, <=50K
39, Private,9, Transport-moving,0,0,40, >50K
19, Private,9, Adm-clerical,0,0,30, <=50K
49, Private,5, Machine-op-inspct,0,0,40, <=50K
32, Private,13, Adm-clerical,0,0,40, >50K
27, Private,9, Craft-repair,0,0,70, <=50K
38, Private,13, Sales,0,0,50, >50K
33, Private,10, Craft-repair,0,0,60, <=50K
63, ?,10, ?,0,0,15, <=50K
23, Private,13, Exec-managerial,0,0,28, <=50K
33, Self-emp-inc,10, Craft-repair,0,0,60, <=50K
54, Self-emp-not-inc,9, Sales,0,0,40, <=50K
29, Private,11, Tech-support,2174,0,45, <=50K
48, ?,10, ?,0,0,30, <=50K
35, Self-emp-not-inc,13, Exec-managerial,0,0,40, <=50K
28, Private,11, Adm-clerical,0,0,40, <=50K
37, Private,13, Prof-specialty,7688,0,50, >50K
42, Self-emp-not-inc,15, Farming-fishing,0,0,65, >50K
40, Private,14, Prof-specialty,0,0,40, <=50K
47, Private,10, Sales,0,0,55, <=50K
22, Private,13, Exec-managerial,0,0,50, <=50K
30, Private,13, Exec-managerial,0,0,45, >50K
28, Private,9, Tech-support,0,0,40, <=50K
63, Local-gov,4, Other-service,0,0,55, <=50K
51, Self-emp-not-inc,5, Craft-repair,0,0,20, <=50K
22, Private,9, Handlers-cleaners,0,0,40, <=50K
27, ?,12, ?,0,0,40, <=50K
35, Private,9, Sales,0,0,45, <=50K
46, Private,9, Machine-op-inspct,0,0,38, <=50K
37, Private,10, Machine-op-inspct,0,0,52, <=50K
24, Private,13, Prof-specialty,0,0,15, <=50K
37, Self-emp-not-inc,9, Handlers-cleaners,0,0,10, <=50K
53, Private,10, Tech-support,0,0,40, <=50K
27, Private,9, Sales,0,0,30, <=50K
38, Private,10, Craft-repair,0,0,44, <=50K
53, Self-emp-not-inc,6, Farming-fishing,0,0,60, <=50K
34, Private,10, Craft-repair,0,0,40, <=50K
23, Private,9, Sales,0,0,40, <=50K
39, Private,13, Exec-managerial,15024,0,45, >50K
43, Private,14, Prof-specialty,0,0,50, <=50K
67, Self-emp-inc,9, Exec-managerial,0,0,40, >50K
81, Self-emp-not-inc,9, Exec-managerial,0,0,30, <=50K
21, Private,10, Other-service,0,0,20, <=50K
23, Private,10, Sales,0,0,25, <=50K
25, Private,10, Transport-moving,0,0,40, <=50K
42, Private,3, Machine-op-inspct,0,0,38, <=50K
38, Private,10, Adm-clerical,0,0,40, <=50K
64, ?,9, ?,0,0,5, <=50K
32, Private,9, Machine-op-inspct,0,0,40, <=50K
37, Private,9, Machine-op-inspct,0,0,40, <=50K
51, Private,14, Exec-managerial,0,0,60, >50K
22, Private,10, Sales,0,0,42, <=50K
33, Private,2, Priv-house-serv,0,0,40, <=50K
42, Private,9, Machine-op-inspct,0,0,55, <=50K
19, ?,10, ?,0,0,10, <=50K
51, Local-gov,1, Other-service,0,0,40, <=50K
23, Private,9, Adm-clerical,0,0,40, <=50K
37, Private,7, Machine-op-inspct,3103,0,44, >50K
37, Private,9, Craft-repair,0,0,99, >50K
47, Private,14, Prof-specialty,0,0,25, <=50K
41, Private,15, Prof-specialty,0,2415,40, >50K
33, Private,9, Craft-repair,0,0,30, <=50K
31, Private,13, Sales,0,0,40, >50K
31, Private,12, Other-service,0,0,40, <=50K
35, Private,9, Machine-op-inspct,0,0,40, <=50K
38, Self-emp-inc,9, Exec-managerial,0,0,40, >50K
18, Private,9, Other-service,0,0,45, <=50K
20, Private,9, Machine-op-inspct,0,0,40, <=50K
54, Local-gov,10, Exec-managerial,0,0,35, <=50K
40, Private,10, Adm-clerical,0,0,40, <=50K
36, Self-emp-inc,13, Exec-managerial,0,1977,45, >50K
43, Private,10, Craft-repair,0,0,35, <=50K
44, Self-emp-not-inc,10, Farming-fishing,0,0,40, <=50K
44, State-gov,9, Prof-specialty,0,0,40, >50K
43, Private,14, Exec-managerial,0,0,43, >50K
51, Private,4, Other-service,0,0,40, <=50K
18, Private,9, Other-service,0,0,20, <=50K
51, Private,10, Exec-managerial,0,0,40, <=50K
41, Private,6, Craft-repair,0,0,30, <=50K
44, Self-emp-inc,10, Sales,0,0,70, >50K
33, Local-gov,6, Transport-moving,0,0,40, <=50K
33, Self-emp-not-inc,13, Exec-managerial,0,0,40, >50K
42, Private,12, Exec-managerial,0,0,40, >50K
25, Private,10, Prof-specialty,0,0,45, <=50K
32, Private,9, Machine-op-inspct,0,0,38, <=50K
32, Private,13, Craft-repair,0,0,70, <=50K
36, Private,6, Exec-managerial,0,0,40, <=50K
28, Private,9, Transport-moving,0,0,40, <=50K
20, Private,9, Other-service,0,0,20, <=50K
35, Self-emp-inc,10, Sales,0,0,60, >50K
55, Self-emp-not-inc,9, Craft-repair,0,0,20, <=50K
48, Private,13, Exec-managerial,0,0,40, >50K
36, ?,11, ?,0,0,20, <=50K
34, Private,9, Craft-repair,0,0,35, >50K
28, Private,13, Tech-support,0,0,35, <=50K
67, Private,13, Exec-managerial,0,2392,40, >50K
37, Private,9, Craft-repair,0,0,40, <=50K
44, Private,9, Transport-moving,0,0,70, <=50K
25, Private,10, Sales,0,0,40, <=50K
21, Private,10, Exec-managerial,4101,0,40, <=50K
40, State-gov,14, Prof-specialty,0,0,35, >50K
78, Private,9, Other-service,2964,0,40, <=50K
34, Private,9, Handlers-cleaners,0,0,40, <=50K
49, Private,9, Adm-clerical,0,0,44, <=50K
22, Private,12, Adm-clerical,0,0,40, <=50K
23, ?,9, ?,0,0,40, <=50K
60, Self-emp-not-inc,9, Farming-fishing,0,0,42, <=50K
45, Local-gov,9, Protective-serv,0,0,40, >50K
63, Private,11, Other-service,0,0,20, <=50K
41, Private,9, Craft-repair,0,0,35, <=50K
47, Private,9, Adm-clerical,0,0,40, <=50K
44, Private,9, Craft-repair,0,0,40, <=50K
51, Private,10, Prof-specialty,3325,0,40, <=50K
46, Private,13, Sales,0,1504,40, <=50K
41, Private,11, Machine-op-inspct,0,0,40, <=50K
50, Self-emp-not-inc,9, Craft-repair,0,0,30, <=50K
47, Private,9, Adm-clerical,0,0,50, >50K
35, Private,9, Exec-managerial,0,0,45, <=50K
56, Private,9, Exec-managerial,0,0,55, >50K
45, Private,14, Prof-specialty,0,0,45, <=50K
48, Federal-gov,13, Exec-managerial,0,0,58, >50K
40, Private,10, Machine-op-inspct,2580,0,40, <=50K
39, Self-emp-inc,13, Exec-managerial,15024,0,50, >50K
20, Private,10, Other-service,0,0,40, <=50K
50, Private,16, Prof-specialty,0,1902,65, >50K
38, State-gov,9, Prof-specialty,0,0,40, >50K
23, Local-gov,13, Prof-specialty,0,0,60, <=50K
31, Private,9, Other-service,0,0,16, <=50K
58, Private,13, Adm-clerical,0,0,40, <=50K
66, Private,9, Machine-op-inspct,0,0,40, <=50K
39, Self-emp-inc,9, Exec-managerial,0,0,40, >50K
54, Self-emp-not-inc,9, Craft-repair,15024,0,52, >50K
26, Private,10, Sales,0,0,50, <=50K
51, Private,9, Machine-op-inspct,0,0,40, <=50K
34, Private,11, Transport-moving,0,0,40, <=50K
50, Private,9, Machine-op-inspct,3103,0,40, >50K
42, Private,10, Prof-specialty,0,0,44, >50K
38, Private,14, Prof-specialty,0,0,25, <=50K
48, Private,4, Handlers-cleaners,0,0,40, <=50K
33, Private,11, Tech-support,0,0,40, >50K
51, Private,9, Other-service,0,0,32, <=50K
22, Private,9, Craft-repair,0,0,40, <=50K
19, ?,9, ?,0,0,30, <=50K
41, Private,10, Craft-repair,0,0,50, <=50K
48, Local-gov,14, Prof-specialty,0,0,35, >50K
42, Private,9, Sales,0,0,30, <=50K
34, Private,10, Other-service,0,0,40, <=50K
23, Private,9, Machine-op-inspct,0,0,40, <=50K
56, Private,9, Other-service,0,0,50, <=50K
30, Private,13, Prof-specialty,0,0,45, <=50K
45, Private,9, Exec-managerial,0,0,55, >50K
48, Private,6, Adm-clerical,0,0,40, <=50K
48, Self-emp-inc,14, Sales,0,0,50, <=50K
31, Private,11, Adm-clerical,0,0,40, <=50K
